period,accountsReceivableTradeNet,additionalPaidInCapital,cashEquivalents,cashandShortTermInvestments,commonStockTotal,currentPortofLTDebtCapitalLeases,deferredIncomeTax,intangiblesNet,longTermDebt,longTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherCurrentliabilitiesTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,otherReceivables,payableAccrued,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInventory,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalReceivablesNet,unrealizedGainLoss,costofRevenueTotal,depreciationAmortization,dilutedAverageShares,dilutedEPS,grossProfit,interestIncExpNetNonOperatingTotal,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,operatingIncome,otherNonOperatingIncExpNet,provisionforIncomeTaxes,researchDevelopment,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,amortization,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,cash,minorityInterest_x,totalPreferredSharesOutstanding,treasuryStockCommon,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,minorityInterest_y,otherOperatingExpensesTotal,totalAdjustmentstoNetIncome,accountsPayable,shortTermInvestments,accruedExpenses,accumulatedDepreciationTotal,goodwillNet,prepaidExpenses,propertyPlantEquipmentTotalGross,eSOPDebtGuarantee,preferredStockNonRedeemableNet,otherRevenueTotal,redeemablePreferredStockTotal,insuranceReceivables,otherAssetsTotal,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,realizedUnrealizedGainsLosses,totalPremiumsEarned,minorityInterest,deferredTaxes,cashDuefromBanks,customerLiabilityAcceptances,netLoans,otherEarningAssetsTotal,totalDeposits,interestIncomeBank,loanLossProvision,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,totalInterestExpense,deferredPolicyAcquisitionCosts,cashPayments,cashReceipts,totalUtilityPlantNet,otherBearingLiabilitiesTotal,totalShortTermBorrowings,equityInAffiliates
2020-06-30,336.0,4.0,460.0,460.0,633.0,100.0,60.0,214.0,365.0,246.0,,323.0,222.0,227.0,-88.0,261.0,154.0,16.0,,965.0,156.0,0.38992,2992.0,1266.9419,1413.0,1452.0,886.0,708.0,379.0,2284.0,2992.0,463.0,352.0,3.0,3114.0,,1266.0,0.01027,261.0,-31.0,8.0,13.0,42.0,77.0,-4.0,29.0,,3375.0,194.0,184.0,,,-45,28,,124.0,-53,-112.0,-167.0,59,-28,-16,154,,-57.0,13,-17,-8,-2,VVO.L,L,,48.0,,,,-9.0,-5.0,-1.0,,802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,451.0,4.0,517.0,517.0,633.0,98.0,66.0,226.0,294.0,236.0,,229.0,257.0,242.0,-41.0,262.0,144.0,9.0,,999.0,153.0,0.41467,3356.0,1266.07305,1751.0,1826.0,725.0,751.0,517.0,2605.0,3356.0,398.0,460.0,2.0,4041.873,,1265.78929,0.06346,357.058,-23.923,73.025,78.283,127.656,159.701,-8.122,49.373,,4398.931,206.226,197.35699999999952,3.389,,-99,26,,-110.0,-102,423.0,281.0,56,-26,-8,-63,0.0,203.0,78,8,-3,-21,VVO.L,L,,53.0,,,,-11.312,-5.258,-0.946,,1257.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,576.645,4.317,314.442,314.442,633.036,92.924,75.562,230.33,337.048,238.881,,241.613,298.623,250.4,-32.367,247.456,143.404,12.368000000000052,,914.466,75.372,0.3564,3214.559,1266.07305,1687.478,1718.418,773.085,681.562,485.4,2532.997,3214.559,438.548,589.013,1.204,3585.127,,1244.21071,0.06644,317.942,-29.077,62.975,71.717,118.344,150.299,-2.878,46.627,,3903.069,173.774,167.64300000000003,5.611,,-50,25,,-27.0,-58,22.0,-105.0,50,-25,-16,17,,-79.0,72,5,-8,-19,VVO.L,L,,53.013,,,,-11.688,-8.742,-0.054,,1133.481,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,96.8,179,,31.1,6.5,16.2,69.9,77.1,100.4,31.1,,0.0,46.6,13.8,15.7,35.2,2.7,3.0,86.7,415.4,295.1,4.79758,839.0,66.2,211.2,116.7,138.3,496.2,33.7,342.8,839.0,122.1,99.8,,,4.0,65.4,0.35632,,2.8,23.7,24.1,30.4,28.1,-0.5,6.3,,270.7,2.8,242.6,-0.5,6.4,-17.0,2.3,6.6,-8.8,-13.3,24.1,-10.2,10.5,,-1.4,3.4,0,0.6,24.1,-6.7,3.7,-12.2,GNS.L,L,31.1,-1.1,,-0.1,,,-0.4,236.3,,,,,-8.8,101.5,,346.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,98.0,179,,30.5,6.5,4.3,72.0,80.1,101.9,31.0,,0.0,41.4,12.2,36.0,39.8,3.9,3.299999999999997,87.7,393.6,282.2,4.87591,824.1,65.05456,209.2,104.2,110.1,503.6,36.0,320.5,824.1,105.8,101.3,,,4.8,69.008,0.33472,,2.2,15.0,13.8,16.7,15.0,-0.5,2.9,,249.7,0.6,234.7,8.6,6.999999999999999,-13.3,1.4,6.5,-10.500000000000002,-9.200000000000003,24.9,-1.4000000000000021,6.5,,0.3,-4.700000000000003,0,5.5,13.8,-1.0,4.099999999999998,-5.800000000000001,GNS.L,L,30.5,-1.3,,-0.1,,,1.2,220.7,,,,,,106.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-29,214.611,64.251,110.514,110.514,8.173,73.812,4.116,69.539,175.37,11.758,0.662,0.0,,2.429,0.255,3.318,2.27,0.0,321.771,404.855,109.411,1.42784,905.546,81.725,416.462,398.012,381.972,186.229,91.337,719.317,905.546,308.16,214.611,,775.324,,81.711,0.23085,127.276,-6.298,18.863,19.824,23.293,29.591,,3.469,,902.6,100.73,97.68500000000006,,,-42.53600000000001,6.316,2.4290000000000003,10.559000000000005,-39.45,62.10900000000001,62.10900000000001,,4.064,-1.89,11.024000000000001,0.374,31.328000000000003,,,3.086,-4.902999999999999,HFG.L,L,,5.711,,,,-3.045,-0.961,,,,0.0,,,,,,4.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-14,192.95,63.88,79.186,83.563,8.17,90.506,5.752,69.771,160.747,11.833,0.809,0.0,,,3.477,,1.485,1.3540000000000134,284.545,405.867,95.451,1.29017,858.963,81.704,369.198,375.051,388.509,175.183,91.331,683.78,858.963,298.003,194.304,,791.391,,81.619,0.174,120.676,-6.315,14.202,15.336,19.863,26.178,,4.527,,912.067,97.859,94.49800000000005,,,-56.849,6.393,4.981,50.538,-59.301,8.148,8.148,,1.684,-0.433,61.485,0.262,-1.048,,,-2.452,-12.893,HFG.L,L,,4.974,,,,-3.361,-1.134,,,,4.377,,,,,,4.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30,172.465,63.628,80.234,88.047,8.16,5.408,6.104,66.96,109.426,5.209,1.227,0.0,,0.0,4.134,,1.653,0.7690000000000055,274.885,158.549,94.142,1.33103,577.069,81.598,343.471,280.293,114.834,175.569,82.19,401.5,577.069,109.426,173.234,,684.531,,82.589,0.19724,101.437,-1.621,16.29,17.372,22.365,23.986,,4.993,,785.968,78.642,77.45100000000002,0.0,,-58.781,1.643,2.5500000000000007,32.649,-53.066,24.659,24.659,,-0.006999999999999895,0.446,37.147,0.07799999999999996,4.688000000000001,,,5.715,-4.568999999999999,HFG.L,L,,5.677,,,,-1.191,-1.082,,,,7.813,,,,,,5.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,870.7,,,64.5,,63.1,31.4,344.5,,,,,41.5,-1.0,124.2,4.8,,,41.6,542.3,3.24531,21417.1,445.44345,,,357.8,1477.0,,19940.1,21417.1,357.8,,0.5,,,340.0,0.29265,,,93.0,93.0,118.1,,,25.1,,,,,,,-1.5,342.5,30.6,417.8,937.6,-668.9000000000001,-778.5,5.199999999999999,430.20000000000005,,-0.8,0.4,686.5,118.1,-13.7,939.1,-11.999999999999996,OSB.L,L,,,,,,,,,-2.2,,,,-7.7,,,49.3,,,,,,35.4,,,,,,,,,1543.5,,18446.8,1115.15,19353.5,312.0,9.7,180.7,190.4,-68.4,5.8,121.6,,,,,,,
2019-06-30,,165.3,,,84.5,,,8.1,26.1,,,,,20.6,-0.3,81.9,2.2,,,28.6,470.1,2.9017,11637.8,245.16651,,,26.1,719.5,,10918.3,11637.8,26.1,,-0.1,,,246.8,0.26661,,,65.8,65.8,91.0,,,25.2,,,,,,,-10.1,4.1,22.4,70.3,-111.0,132.8,29.1,3.0,95.9,,-0.3,,92.1,91.0,9.7,-100.9,-25.3,OSB.L,L,,,,,,,,,-3.3,,,,,,,,,,,,,16.3,,,,,,,,,1045.87,,9862.0,540.261,10789.7,227.9,5.9,144.8,150.7,-55.0,1.2,77.2,,,,,,,
2020-03-31,185,684,,56.0,1.0,59,,205,793,0,388,0.0,1,34,-64,2,135,0.0,377,339,-215.0,-0.25654,1829.0,1146.0,267.0,470.0,1010.0,406.0,25,1423.0,1829.0,951.0,185.0,,379,97,1162.0,0.05077,392,-28,152.0,152.0,130.0,168.0,-10,-22.0,,771.0,,224.0,-100,41,-66,42,0.0,-130.0,133,41.0,-76.0,56,-41,,-77,-1.0,44.0,168,-148,199,-11,TALK.L,L,56,,,,,3,,224,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,191,684,12.0,12.0,1.0,65,,223,837,2,352,0.0,58,59,-64,4,119,0.0,426,325,-358.0,-0.39703,1805.0,1146.0,289.0,550.0,1053.0,263.0,28,1542.0,1805.0,988.0,191.0,,384,96,1150.0,0.01217,402,-25,1.0,1.0,1.0,29.0,-3,0.0,,786.0,,373.0,10,38,-50,27,,-37.0,-56,38.0,-89.0,58,-27,,7,,-55.0,29,2,-6,-17,TALK.L,L,67,,,,,5,,262,,279.0,,134.0,,495,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,199,684,,67.0,1.0,10,,235,838,2,310,0.0,47,62,-64,17,118,0.0,491,199,-333.0,-0.38569,1706.0,1146.0,347.0,563.0,848.0,288.0,34,1418.0,1706.0,838.0,199.0,,376,75,1169.0,0.05646,425,-23,35.0,35.0,-1.0,28.0,-6,-36.0,,801.0,,397.0,28,39,-49,28,1.0,-46.0,-50,126.0,23.0,36,-28,,-7,0.0,30.0,28,0,-1,-11,TALK.L,L,67,,,,,5,,289,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,77.0,,2.3,191.3,7.6,9.9,6.0,238.2,0.1,6.0,2.1,0.0,,9.4,,8.4,24.6,0.09999999999999432,151.3,79.0,369.9,4.58665,619.4,30.37078,269.5,170.6,63.7,377.5,1.1,241.9,619.4,53.8,77.1,,7.1,0.5,30.32794,0.69243,188.1,-0.6,-26.8,-25.7,-19.0,-18.6,0.2,6.7,,195.2,158.5,206.70000000000002,47.7,0.7999999999999999,-5.5,1.2999999999999998,3.999999999999999,-17.3,8.299999999999999,80.1,42.6,6.9,-1.2000000000000002,-4.5,-9.3,0.8,66.6,-19.0,48.8,13.8,-7.6,CKN.L,L,173.4,3.1,,,,,-1.1,,,,15.6,,-8.1,,,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,83.5,,2.0,148.0,7.6,14.6,6.5,298.6,0.1,5.9,1.5,0.0,,6.7,,7.0,27.8,1.0,122.1,75.1,424.0,4.38944,642.2,30.3,233.3,143.4,66.2,431.6,0.8,210.6,642.2,51.6,84.5,,7.2,0.5,30.3,0.48185,160.6,-1.0,14.0,14.8,19.2,20.0,0.2,4.4,,167.8,139.7,140.60000000000002,0.4,0.6,-3.4,1.5,5.2,-17.7,-16.7,-12.3,-39.7,6.4,-4.2,-0.7,1.9,,-47.4,19.2,1.2,-13.3,-15.4,CKN.L,L,107.1,2.1,,,,,-0.8,,,,38.9,,-3.9,,,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,71.1,62.2,95.4,95.4,2.9,30.0,10.2,135.5,0.0,0.0,0.0,0.0,0.9,14.7,11.5,1.8,48.0,0.20000000000000284,125.1,30.0,175.0,2.02142,439.9,57.43476,226.4,169.8,36.5,251.6,58.8,188.3,439.9,6.5,71.3,,74.5,5.4,58.0,0.33793,76.6,-0.4,19.6,17.8,20.8,21.4,-0.2,3.0,13.2,151.1,39.0,55.19999999999999,0.6,5.699999999999999,-3.0,-0.6000000000000001,2.5999999999999996,-7.800000000000001,17.9,42.300000000000004,18.6,2.9000000000000004,,0.8999999999999999,-2.3,0.49999999999999994,53.300000000000004,19.599999999999998,-4.5,20.9,-5.999999999999999,OXIG.L,L,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,75.1,61.7,42.1,42.1,2.9,3.4,6.6,149.8,27.9,4.6,0.0,0.0,0.9,21.2,16.1,1.0,19.4,0.8000000000000114,109.1,33.3,135.0,1.14853,391.5,57.37785,184.4,134.5,37.1,215.7,65.5,175.8,391.5,33.7,75.9,,84.1,6.0,57.8,0.26817,82.2,-0.4,14.2,14.2,18.0,18.4,0.0,3.8,10.7,166.3,43.4,63.80000000000001,0.0,6.0,-4.2,1.6,3.5,-3.6,-3.2,12.9,-15.6,4.0,,0.8,-1.6,0.2,6.9,14.2,4.3,1.0,-2.2,OXIG.L,L,,,,,,3.7,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,78.3,61.7,35.2,35.2,2.9,3.6,6.3,152.5,27.9,4.6,0.3,0.0,1.1,13.0,13.4,7.6,15.3,2.4000000000000057,116.9,33.0,124.2,0.86622,383.5,57.3756,177.8,133.5,37.5,202.2,60.8,181.3,383.5,33.9,80.7,,81.6,6.2,57.7,0.36568,85.4,-0.9,21.1,18.9,22.7,23.7,-0.1,3.8,10.7,167.0,45.8,61.70000000000002,0.3,7.2,-4.9,1.2000000000000002,3.999999999999999,-9.8,-4.1000000000000005,29.700000000000003,-0.7999999999999989,3.3000000000000003,,0.5,-4.5,0.2,16.3,19.799999999999997,0.20000000000000018,0.7999999999999999,-5.5,OXIG.L,L,,,,,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,58.088,7.441,19.494,19.494,4.093,6.981,69.655,102.594,103.95,,,0.0,1.186,7.088,,7.179,88.656,0.0,88.15,416.734,453.202,0.88381,771.079,409.25979,163.095,102.219,134.706,464.301,84.327,306.778,771.079,127.725,58.088,,127.553,,412.996,0.08209,78.404,-0.937,33.128,33.511,41.01,41.947,,7.499,,205.957,37.191,36.456999999999994,0.482,3.3320000000000003,-19.940999999999995,1.346,6.498,-27.904,-31.365,46.343,-12.067,15.754,0,0.187,4.872,0.7519999999999998,-12.738999999999999,40.627,-1.303,-11.424,-33.528,IBST.L,L,,,,-0.435,,,,-1.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,64.05,6.888,32.233,32.233,4.091,6.151,69.078,96.385,93.708,,,0.0,0.0,7.365,0.0,4.116,90.596,0.0,83.87,415.462,459.663,0.91221,765.526,409.14591,163.083,97.386,131.485,469.612,66.8,295.914,765.526,125.334,64.05,,122.455,,410.878,0.08136,80.845,-1.095,32.964,32.964,40.981,42.076,,8.017,,203.3,39.494,38.76899999999999,0.578,3.078,-18.856,1.259,6.768,-16.196,-17.682,29.863,-27.579,13.245,0,0.2,6.448,3.896,-3.815,40.981,0.138,1.174,-26.54,IBST.L,L,,,,-1.03,,,,-1.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,213.6,98.5,21.5,21.5,5.2,10.3,7.2,207.3,102.5,,,0.0,43.4,12.1,0.1,1.9,7.2,0.700000000000017,191.4,426.3,510.7,7.79002,995.5,52.272,354.7,213.8,168.4,614.5,75.5,381.0,995.5,158.1,214.3,,776.2,2.1,52.297,1.86464,121.0,-1.8,44.8,44.8,56.6,58.4,,11.8,,897.2,63.3,62.59999999999991,-2.8,2.1,-45.5,2.5999999999999996,11.799999999999999,-5.600000000000001,-70.10000000000001,76.1,-13.099999999999998,30.6,-2.6999999999999997,,2.0,2.1,0.4,44.800000000000004,11.700000000000001,-24.6,-7.000000000000002,CWK.L,L,,,,,,,,,,,,,-8.9,,,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,191.0,94.7,21.1,21.1,5.2,8.4,3.6,190.6,88.3,,,0.0,27.6,8.7,-0.3,9.0,,0.0,177.0,384.9,460.9,7.10184,893.6,52.08513,318.1,194.1,134.8,560.5,78.4,333.1,893.6,126.4,191.0,,669.7,1.6,51.959,0.68941,100.3,-1.0,37.9,37.9,47.4,48.4,,9.5,,770.0,52.9,51.89999999999998,-2.6,1.6,-55.7,0.2,15.9,53.9,-94.2,40.9,-27.8,19.6,-0.2,,69.2,0.5,0.6,37.9,9.6,-38.5,-15.6,CWK.L,L,,,,,,,,,,,,,-3.6,,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,161.7,89.1,20.5,20.5,5.2,0.6,0.8,2.2,14.2,,,0.0,22.9,7.9,-0.4,9.3,,0.0,150.2,291.9,441.0,7.38004,717.9,51.67993,272.5,158.7,14.8,534.9,67.4,183.0,717.9,14.2,161.7,,620.7,1.6,51.785,0.71408,97.2,-0.1,35.6,35.6,43.9,44.1,-0.1,8.3,,717.9,49.8,53.09999999999991,1.7,1.6,-38.400000000000006,0.4,9.100000000000001,0.2999999999999998,-37.8,48.7,-15.700000000000003,15.099999999999998,-0.5,,7.0,1.5,11.200000000000001,35.599999999999994,12.100000000000001,0.5999999999999999,-7.700000000000001,CWK.L,L,,,,,,,,,,,,,,151.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,329.6,153.1,47.6,47.6,53.4,330.3,95.1,399.6,438.9,,10.0,0.0,56.5,126.8,-10.7,10.4,252.5,12.199999999999989,319.4,586.3,241.9,0.12444,1826.6,266.79303,578.2,776.5,842.1,432.8,132.3,1393.8,1826.6,511.8,341.8,,341.4,,266.6,0.1973,357.4,-9.2,38.9,38.9,53.6,62.8,,14.7,,698.8,281.7,294.6,12.9,8.1,-25.8,12.0,12.1,30.5,-22.5,-8.1,-106.7,27.1,-14.1,-1.3,99.3,2.9,-1.4,53.6,9.8,3.3,-57.6,BVIC.L,L,,,,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-29,358.0,145.5,49.0,49.0,53.1,166.3,69.0,427.8,517.2,,6.5,0.0,72.0,139.0,12.1,21.3,187.5,1.3999999999999773,412.4,494.0,211.6,-0.05951,1737.2,265.51074,621.4,717.7,683.5,412.0,141.0,1325.2,1737.2,517.2,359.4,,360.8,,267.6,0.43236,415.0,-8.7,46.0,46.0,65.1,73.8,,19.1,,775.8,284.6,341.2,56.6,9.0,-41.599999999999994,10.4,13.899999999999999,-86.10000000000001,-40.99999999999999,169.6,24.900000000000006,15.800000000000004,-10.4,0.4,-47.3,-6.4,42.900000000000006,65.1,54.8,0.6,-21.999999999999993,BVIC.L,L,,,,-10.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-14,366.4,144.1,6.4,6.4,53.1,206.3,59.6,424.8,504.9,,8.0,0.3,25.1,90.7,6.3,16.1,119.9,5.5,414.8,524.1,146.3,-0.30305,1637.1,265.29867,560.3,712.1,711.5,344.4,156.9,1292.7,1637.1,504.9,371.9,,373.2,,266.2,0.24343,396.0,-11.0,34.9,34.9,45.2,56.2,,10.3,,769.2,312.3,339.8,27.5,9.5,-33.2,10.6,9.8,-86.2,-32.6,15.5,-74.2,35.9,-10.6,-0.1,-22.2,0.2,-103.4,45.2,-0.9,0.6,-53.6,BVIC.L,L,,,,-5.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,335.7,231.4,213.1,213.1,6.0,95.8,12.8,178.5,98.9,0.0,0.0,0.0,20.4,48.2,97.2,54.4,9.0,4.100000000000023,296.8,369,986.9,4.27694,1973.8,116.01763,770.5,440.8,240.1,1321.5,197.2,652.3,1973.8,144.3,339.8,,375.8,,116.5,0.93562,497.1,-3.7,282.5,282.5,309.4,335.1,-22.0,26.9,53.5,872.9,313.2,161.99999999999994,-204.7,71.0,-43.49999999999999,5.5,19.2,-220.5,215.5,161.5,-24.1,27.200000000000003,-7.699999999999999,-4.4,-187.8,0.4,152.10000000000002,282.5,-195.1,259.0,-25.4,SXS.L,L,,,,,,,,,,,,,,646.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,347.1,231.4,70.4,70.4,6.0,17.9,17.2,206.0,355.7,2.6,40.6,9.4,0.0,46.6,167.0,122.6,11.3,4.399999999999977,353.8,398,729.4,1.64922,2057.0,115.93363,661.9,427.7,383.0,1133.8,240.0,923.2,2057.0,355.7,351.5,,342.0,,115.7,0.70009,417.1,-3.3,-48.4,-48.4,-50.1,-46.1,-0.7,-1.7,54.7,759.1,408.5,463.20000000000005,0.0,24.2,-43.1,4.4,17.8,-50.8,-34.8,79.3,-9.4,30.4,-4.4,0.0,-0.1,0.6,-6.3,-48.4,82.5,8.3,-46.9,SXS.L,L,,,,,,,,,,,,,,736.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,10.0,295.4,,70.3,180.7,9.0,,2.0,617.2,2594.2,,0.0,25.2,46.1,,,19.1,0.0,,4.8,1531.5,11.04301,2735.5,180.74787,115.4,92.1,654.4,1998.0,,737.5,2735.5,645.4,10.0,,19.3,,180.56497,-0.14953,61.9,-11.8,-27.0,-27.0,-26.6,-14.8,,0.4,,81.2,9.2,76.7,0,0.3,-2.0,12.100000000000001,0.1,-19.799999999999997,37.4,41.1,-14.0,0.6000000000000001,0.1,,2.9000000000000004,0.3,58.7,-26.599999999999994,80.80000000000001,39.400000000000006,-23.1,WKP.L,L,70.3,,,-9.6,,67.9,,-0.4,,4.8,,32.2,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,7.6,295.4,,11.6,180.7,,,2.0,623.0,2643.8,4.5,0.0,71.2,45.6,,,16.5,0.0,,3.7,1576.0,11.28872,2773.1,180.72914,102.6,87.4,643.5,2042.2,,730.9,2773.1,643.5,7.6,,20.1,,181.55302,0.54585,60.1,-11.5,99.1,99.1,99.1,110.6,,0.0,,80.2,8.5,-50.5,0,0.2,-1.2,12.0,-0.2,-27.0,-22.8,43.6,-9.3,0.3,-0.1,,11.0,0.0,-6.2,99.1,-46.7,-21.6,-37.9,WKP.L,L,11.6,,,-9.9,,-59.6,,0.6,,6.7,,35.1,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,4.3,295.1,,17.3,180.4,,,1.6,607.4,2601.2,,0.0,37.8,42.2,,,10.1,0.0,,3.4,1515.8,10.97871,2682.2,180.3855,65.9,77.0,623.2,1982.0,,700.2,2682.2,623.2,4.3,,20.6,,181.57238,0.19662,56.9,-11.2,35.7,35.7,35.7,46.9,,0.0,,77.5,8.7,10.0,0,0.2,-0.7000000000000002,10.899999999999999,0.0,68.8,-160.2,51.8,2.0,0.4,-0.6999999999999997,,90.0,0.09999999999999432,-39.599999999999994,35.70000000000002,13.5,-159.5,-20.6,WKP.L,L,17.3,,,-9.3,,0.0,,1.3,,5.7,,29.1,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-29,62.0,36.7,11.1,11.1,2.4,0.9,1.1,34.5,248.3,50.0,37.1,0.0,55.7,36.6,-4.1,22.9,5.7,0.0,85.4,84.8,-64.6,-0.13868,353.9,462.23007,141.8,122.9,249.2,-29.6,13,383.5,353.9,248.3,62.0,,273.5,,463.43775,0.20434,234.8,3.1,13.1,59.3,75.1,72.4,-0.4,15.8,,508.3,143.9,162.39999999999998,23.4,,-11.599999999999998,3.0999999999999996,10.0,-22.1,-10.3,37.300000000000004,-11.7,10.0,-5.8,-0.4,3.5,-0.5,4.5,47.60000000000001,-8.6,1.3,-19.299999999999997,DOM.L,L,,-11.7,,,,-4.9,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,51.9,36.7,11.5,11.5,2.4,5.8,5.9,102.7,256.1,50.2,37.9,0.0,0.9,14.2,-5.4,23.4,6.6,0.0,85.4,110.1,-35.1,-0.2222,386.8,468.50673,79.3,105.4,261.9,-1.4,15,388.2,386.8,256.1,51.9,,168.0,,465.69372,0.0554,127.6,-2.1,24.5,22.4,30.5,32.9,-0.3,8.1,,295.6,92.4,94.69999999999999,,,-11.8,3.2,4.1,-24.0,-12.2,22.9,-21.7,8.8,-3.2,0.0,21.6,-17.4,-13.3,33.8,2.0,-0.4,-25.0,DOM.L,L,,-2.6,,,,0.1,2.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,37,59,89,89.0,37.0,,4,2,75,8,7,0.0,,0,,133,21,14.0,699,25,1546.0,4.65657,2553.0,352.19042,2490.0,699.0,75.0,1642.0,2350,911.0,2553.0,75.0,51.0,,662,,345.0,0.37101,208,-2,128.0,128.0,157.0,159.0,,29.0,,870.0,49,49.0,,,-3,1,77,-77.0,-5,-33.0,-192.0,3,,,-5,0,-115.0,159,-3,-2,-72,RDW.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,48,59,204,204.0,37.0,,4,2,80,6,9,0.0,,34,,175,22,0.0,726,16,1489.0,4.49473,2604.0,352.19042,2549.0,760.0,80.0,1585.0,2297,1019.0,2604.0,80.0,48.0,,871,,352.61845,0.50763,271,-3,179.0,179.0,221.0,224.0,,42.0,,1142.0,47,47.0,,,-3,1,42,-79.0,-2,183.0,-37.0,2,,,79,-10,102.0,224,-6,1,-148,RDW.L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,748.4,1143.3,,409.1,34.5,314.7,16.3,354.2,758.2,7.7,37.7,286.3,37.5,1082.7,0.6,481.8,524.4,4.5,619.8,675.2,-1294.0,-0.99419,3976.5,1668.5,1199.5,2303.5,1839.9,-126.8,,4103.3,3976.5,1238.9,752.9,,1290.6,,1655.9,0.13715,536.0,-30.9,-90.5,-84.7,-93.8,-60.4,-2.5,-9.1,,1826.6,596.4,596.4000000000001,0,38.00000000000001,-118.0,32.099999999999994,3.2,-128.70000000000002,-124.5,-7.800000000000001,-133.99999999999997,77.0,-4.6,3.4,-123.4,-0.7,-257.59999999999997,-60.4,71.6,-6.5,,CPI.L,L,409.1,62.8,,-11.2,,,-7.1,,,,,,,1177.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
